,B=1,B=1,B=1,B=1,B=1,B=1,B=5,B=5,B=5,B=5,B=5,B=5,B=10,B=10,B=10,B=10,B=10,B=10,B=15,B=15,B=15,B=15,B=15,B=15,B=20,B=20,B=20,B=20,B=20,B=20,B=25,B=25,B=25,B=25,B=25,B=25,B=30,B=30,B=30,B=30,B=30,B=30
,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
1920,199.98666666666668,0.11469767022723522,1.0,0.0,1.0,0.0,200.2633333333333,0.5662645632171915,1.31,0.4836320915737508,1.0,0.0,201.56666666666663,1.7201421129920915,2.1266666666666665,0.7465178423111467,0.99,0.09949874371066207,203.79666666666665,3.1646993889186716,2.833333333333333,0.9620579793107878,0.9833333333333332,0.12801909579781026,206.17666666666668,4.2831595295477305,3.4633333333333334,1.1204116307064211,0.9366666666666666,0.2435615368284213,208.85666666666665,6.642498693179316,4.22,1.2747287293119822,0.9266666666666666,0.260682863946895,213.00666666666663,8.961024247013038,5.136666666666667,1.5741629168827755,0.92,0.2712931993250098
1930,199.98666666666668,0.11469767022723522,1.0,0.0,1.0,0.0,200.25666666666663,0.5514727755947885,1.3,0.4725815626252624,1.0,0.0,201.48666666666668,1.6582587922945669,2.0866666666666664,0.7432959631861923,0.9966666666666668,0.0576387215526352,203.71,3.1143592171317285,2.81,0.952487970177752,0.9733333333333334,0.16110727964792787,206.00333333333333,4.191657057643062,3.4033333333333333,1.1048328179211362,0.96,0.19595917942265395,208.54666666666665,6.476199159658048,4.1866666666666665,1.2800347217512849,0.9433333333333334,0.2312045751181313,212.54666666666665,8.785280619055694,5.033333333333333,1.5423647068345705,0.8933333333333333,0.3086889840744059
1940,199.99,0.0994987437106618,1.0,0.0,1.0,0.0,200.24666666666667,0.5408224189961887,1.2866666666666666,0.4595166542744189,1.0,0.0,201.46666666666667,1.6819301082057163,2.056666666666666,0.7528538296966354,0.9933333333333332,0.08137703743822483,203.59,3.021351794589083,2.776666666666667,0.9487477126308244,0.9766666666666668,0.1509598916563234,205.81666666666663,4.194010279222295,3.3433333333333333,1.0857204469332284,0.9633333333333334,0.1879420714534729,208.30666666666667,6.451301332978398,4.123333333333333,1.2469117406171502,0.9433333333333334,0.2312045751181313,212.25,8.515133586738378,4.993333333333333,1.538382989447761,0.8966666666666666,0.3043937508483973
1950,199.99,0.0994987437106618,1.0,0.0,1.0,0.0,200.23,0.5200320502943375,1.2766666666666666,0.4547404632192834,1.0,0.0,201.46,1.669850292690936,2.04,0.7427875425270223,0.9966666666666668,0.05763872155263496,203.45333333333332,2.966674157293915,2.7333333333333334,0.9428090415820652,0.9666666666666668,0.17950549357115048,205.63,4.167305284393425,3.316666666666667,1.1029002171043802,0.9466666666666668,0.22469732728470368,208.1266666666667,6.359556238886133,4.093333333333334,1.2374525804607135,0.94,0.2374868417407587,211.92333333333332,8.346902951927076,4.946666666666666,1.535303082637288,0.92,0.27129319932500984
1960,199.99,0.0994987437106618,1.0,0.0,1.0,0.0,200.22,0.5147167505855373,1.2666666666666666,0.4496912521077333,1.0,0.0,201.38666666666663,1.5949364320317685,2.02,0.7435948717771894,0.9966666666666668,0.057638721552634976,203.36,2.928662948628036,2.6933333333333334,0.951816975870653,0.9666666666666668,0.17950549357115042,205.49666666666667,4.161328580580427,3.306666666666666,1.1102352103145634,0.9633333333333334,0.18794207145347336,207.95,6.364550259052085,4.03,1.2552954499505955,0.9366666666666666,0.2435615368284208,211.66333333333333,8.354439272360267,4.876666666666667,1.4949210309875531,0.92,0.2712931993250099
1970,199.99,0.0994987437106618,1.0,0.0,1.0,0.0,200.22,0.5211525688318163,1.2633333333333334,0.44794592927668864,1.0,0.0,201.35,1.5473094928509503,2.0,0.7348469228349535,0.99,0.09949874371066206,203.21,2.8447436908562875,2.6466666666666665,0.9601157337645396,0.9833333333333332,0.12801909579781026,205.34333333333333,4.109191593921551,3.263333333333333,1.0865797511253177,0.96,0.1959591794226539,207.8233333333333,6.299110166435321,3.993333333333333,1.2543081315565523,0.9533333333333334,0.21092389359408506,211.3533333333333,8.376663350576344,4.823333333333333,1.4760721150705651,0.9166666666666666,0.2763853991962828
1980,199.99,0.0994987437106618,1.0,0.0,1.0,0.0,200.2,0.4898979485566334,1.2466666666666666,0.4310710176087246,0.9966666666666668,0.05763872155263505,201.33666666666667,1.5351402397030545,1.9833333333333332,0.7323857514239939,0.99,0.09949874371066228,203.0733333333333,2.783514964133582,2.623333333333333,0.9564459675741702,0.9766666666666668,0.1509598916563234,205.18666666666667,3.9939732375445662,3.23,1.07878017532149,0.9466666666666668,0.2246973272847036,207.67666666666668,6.221906638822401,3.9466666666666663,1.2558485400539174,0.94,0.2374868417407585,211.0533333333333,8.2601748703577,4.78,1.4849017924877506,0.92,0.27129319932501
1990,199.99,0.0994987437106618,1.0,0.0,1.0,0.0,200.19666666666663,0.4878410487944728,1.24,0.4270831300812527,1.0,0.0,201.23666666666668,1.4630979309518408,1.95,0.7308670649760229,1.0,0.0,202.98666666666668,2.789233267803576,2.59,0.9531876345540076,0.9766666666666668,0.1509598916563234,204.98666666666668,3.889278710620899,3.1966666666666668,1.0729968416646072,0.97,0.17058722109231947,207.44666666666663,6.3293355803661475,3.88,1.2485725182516774,0.9433333333333334,0.23120457511813186,210.6,7.941032678436726,4.676666666666667,1.4043226916283236,0.9033333333333332,0.29550333707459586
2000,199.99,0.0994987437106618,1.0,0.0,1.0,0.0,200.19666666666663,0.4878410487944728,1.2366666666666666,0.4250359461922668,1.0,0.0,201.2133333333333,1.4678177301316722,1.9266666666666667,0.7357233779681659,0.9933333333333332,0.08137703743822462,202.87,2.777246838147453,2.556666666666666,0.9487477126308246,0.98,0.13999999999999985,204.91,3.915171345760829,3.1566666666666667,1.0764705703775124,0.95,0.21794494717703336,207.31666666666663,6.2686831861953936,3.84,1.273211163423674,0.9533333333333334,0.2109238935940851,210.31333333333333,7.881739796657981,4.623333333333333,1.3837589706624809,0.9266666666666666,0.260682863946895
2010,199.9933333333333,0.08137703743822468,1.0,0.0,1.0,0.0,200.19333333333333,0.4574810257146078,1.23,0.42083250825001695,1.0,0.0,201.1833333333333,1.4409680388158783,1.913333333333333,0.738797822291202,1.0,0.0,202.8,2.695675549220768,2.53,0.9322553298319086,0.9666666666666668,0.17950549357115048,204.78666666666663,3.868826982719983,3.1266666666666665,1.0850294414848338,0.98,0.13999999999999987,207.12,6.1762124315797235,3.773333333333333,1.278784144759736,0.95,0.21794494717703344,210.04666666666665,7.6701470361105555,4.56,1.3831365321856939,0.9233333333333332,0.26606181403743123
2020,199.9933333333333,0.08137703743822468,1.0,0.0,1.0,0.0,200.1833333333333,0.4355711448457336,1.2166666666666666,0.4119735698102752,1.0,0.0,201.14333333333332,1.3962290483855266,1.893333333333333,0.7406903686576615,0.9933333333333332,0.0813770374382247,202.7,2.6261505415087423,2.4966666666666666,0.9219484198635478,0.99,0.09949874371066254,204.65,3.847185118152404,3.09,1.0993482917923108,0.96,0.195959179422654,206.94333333333333,6.072900643203558,3.743333333333333,1.2665394672974943,0.9333333333333332,0.2494438257849298,209.75333333333333,7.4600595767653815,4.493333333333333,1.3698986174977406,0.9033333333333332,0.29550333707459586
2030,199.9933333333333,0.08137703743822468,1.0,0.0,1.0,0.0,200.16666666666663,0.4229525846816493,1.2,0.39999999999999947,1.0,0.0,201.13,1.3999166641863607,1.8866666666666667,0.7441923287848525,0.9933333333333332,0.08137703743822458,202.56333333333333,2.5715084202770093,2.466666666666667,0.9213516640723484,0.9833333333333332,0.1280190957978103,204.49,3.8030557888799534,3.063333333333333,1.1072438254011117,0.9666666666666668,0.17950549357115034,206.7433333333333,5.919807616994178,3.6966666666666663,1.2614762075529684,0.9566666666666668,0.2036063740543399,209.42666666666668,7.315596732704416,4.413333333333333,1.3573831032132715,0.9233333333333332,0.2660618140374316
2040,199.9933333333333,0.08137703743822468,1.0,0.0,1.0,0.0,200.16333333333333,0.4203041226963589,1.1966666666666668,0.3974781615244907,1.0,0.0,201.09333333333333,1.367950616392596,1.87,0.7346881424568305,0.9966666666666668,0.057638721552634976,202.49666666666667,2.54230647684778,2.4366666666666665,0.9233934998447608,0.9866666666666668,0.11469767022723493,204.41666666666663,3.8361945843360035,3.02,1.110375311925357,0.9633333333333334,0.1879420714534728,206.5733333333333,5.9040626314052185,3.65,1.2704985897932632,0.96,0.195959179422654,209.2,7.1386273190299,4.34,1.3358143583597228,0.9066666666666666,0.2908989897236193
2050,199.99666666666667,0.05763872155263521,1.0,0.0,1.0,0.0,200.15666666666667,0.41487615287242335,1.19,0.3923009049186599,0.9966666666666668,0.057638721552635226,201.02,1.3439742061016913,1.8233333333333333,0.7202700110992322,0.9933333333333332,0.08137703743822476,202.40666666666667,2.453831471166854,2.3966666666666665,0.8977688393394436,0.99,0.09949874371066206,204.28333333333333,3.742065680283492,2.9833333333333334,1.1119302536080615,0.9766666666666668,0.1509598916563234,206.38333333333333,5.826639015952687,3.583333333333333,1.2475531607466217,0.9533333333333334,0.2109238935940851,208.98666666666668,7.0559541444718175,4.28,1.3222203548072686,0.9,0.3000000000000005
2060,199.99666666666667,0.05763872155263521,1.0,0.0,1.0,0.0,200.15666666666667,0.41487615287242335,1.1866666666666668,0.3896437118987328,1.0,0.0,200.99,1.310178104940948,1.8033333333333328,0.7150679843359101,0.9933333333333332,0.08137703743822475,202.36333333333332,2.4258309000331257,2.38,0.8994072121866337,0.9833333333333332,0.12801909579781026,204.14333333333332,3.571571393969636,2.9633333333333334,1.102416537531174,0.98,0.13999999999999985,206.24666666666667,5.8565480921405815,3.506666666666667,1.2503155157354826,0.94,0.23748684174075815,208.7133333333333,6.974560121533752,4.206666666666667,1.3331499873941002,0.9333333333333332,0.24944382578493016
2070,199.99666666666667,0.05763872155263521,1.0,0.0,1.0,0.0,200.14666666666668,0.4063933507767524,1.18,0.3841874542459717,1.0,0.0,200.95,1.299038105676657,1.78,0.7058800653557696,0.9933333333333332,0.08137703743822472,202.22333333333333,2.320945688483229,2.3233333333333333,0.8672498038179219,0.99,0.09949874371066256,204.09,3.6490044304348714,2.9266666666666667,1.1020990074499768,0.9466666666666668,0.22469732728470374,206.09,5.712142038383381,3.46,1.2389780735213447,0.9633333333333334,0.1879420714534732,208.53333333333333,6.9590867855551926,4.14,1.3268006632497595,0.9133333333333332,0.2813459712801223
2080,199.99666666666667,0.05763872155263521,1.0,0.0,1.0,0.0,200.14333333333332,0.4034710508684461,1.1766666666666667,0.3813863599495349,1.0,0.0,200.89666666666668,1.2803601923764405,1.7533333333333334,0.7065094164663035,0.9966666666666668,0.05763872155263521,202.19666666666663,2.3176113181942797,2.306666666666666,0.8559335384375486,0.99,0.09949874371066217,203.91666666666663,3.57720406028072,2.8866666666666667,1.0926217196368655,0.9733333333333334,0.16110727964792804,205.9333333333333,5.6180265416089155,3.4233333333333333,1.2399417549044618,0.97,0.17058722109231947,208.3233333333333,6.839502093638757,4.093333333333334,1.333399998333413,0.9266666666666666,0.260682863946895
2090,199.99666666666667,0.05763872155263521,1.0,0.0,1.0,0.0,200.14,0.4004996878900167,1.17,0.375632799419859,1.0,0.0,200.87,1.2621806526801187,1.7333333333333334,0.6896053621859063,1.0,0.0,202.12,2.3335809392433804,2.283333333333333,0.8503267345882746,0.9933333333333332,0.08137703743822454,203.83666666666667,3.5378885730836083,2.8633333333333333,1.0884188327824709,0.9866666666666668,0.11469767022723495,205.8233333333333,5.612378184770594,3.4033333333333333,1.2412314673563345,0.9566666666666668,0.20360637405434034,208.17333333333332,6.670578852110376,4.0633333333333335,1.3314111144028926,0.9466666666666668,0.22469732728470396
2100,199.99666666666667,0.05763872155263521,1.0,0.0,1.0,0.0,200.13666666666663,0.3974781615244905,1.163333333333333,0.3696695220809463,0.9966666666666668,0.05763872155263526,200.83666666666667,1.239619117130559,1.7133333333333334,0.6912468605514395,1.0,0.0,202.0733333333333,2.286472294945986,2.26,0.8518998376178577,0.9733333333333334,0.16110727964792793,203.73666666666668,3.4622712519706305,2.8233333333333333,1.091843497128697,0.9833333333333332,0.12801909579781026,205.73666666666668,5.766049099879576,3.353333333333333,1.2603526843264483,0.9733333333333334,0.16110727964792826,208.01666666666668,6.681545895640883,4.026666666666666,1.3488101752614752,0.94,0.2374868417407585
2110,199.99666666666667,0.05763872155263521,1.0,0.0,1.0,0.0,200.13,0.3997082269189209,1.1566666666666667,0.3634862063713317,1.0,0.0,200.8,1.2165525060596494,1.6866666666666668,0.694134152900016,0.99,0.099498743710662,202.01,2.2516438439504545,2.236666666666667,0.8489143393508866,0.9833333333333332,0.1280190957978103,203.6233333333333,3.4051121697954185,2.786666666666666,1.080658235624115,0.98,0.13999999999999987,205.63333333333333,5.69317329985855,3.3233333333333333,1.248514673077128,0.9466666666666668,0.22469732728470354,207.91,6.605697036144883,3.986666666666667,1.36130656193069,0.9333333333333332,0.2494438257849302
2120,200.0,0.0,1.0,0.0,1.0,0.0,200.11666666666667,0.3869395588747969,1.143333333333333,0.3504124553849204,1.0,0.0,200.78333333333333,1.1873172373979124,1.6733333333333331,0.6830975202869799,0.9933333333333332,0.0813770374382248,201.94,2.1931104243364765,2.2133333333333334,0.8373503182990728,0.99,0.09949874371066204,203.48666666666668,3.3510926907834517,2.7666666666666666,1.079608982713443,0.98,0.13999999999999987,205.54,5.664073916655165,3.273333333333333,1.2404121178955891,0.96,0.19595917942265387,207.75,6.618723441873063,3.9366666666666665,1.3635696616683068,0.9,0.3000000000000005
2130,200.0,0.0,1.0,0.0,1.0,0.0,200.10666666666665,0.3767698973585272,1.13,0.3363034344160046,1.0,0.0,200.76,1.1265285911447869,1.663333333333333,0.6757629433133754,0.9933333333333332,0.08137703743822486,201.95333333333332,2.1597427830389657,2.2,0.8366600265340742,0.9766666666666668,0.1509598916563234,203.39,3.324339533401081,2.736666666666667,1.0773372524681195,0.9766666666666668,0.1509598916563234,205.41666666666663,5.57880413310555,3.2466666666666666,1.2352417667089417,0.9633333333333334,0.1879420714534729,207.56,6.525825618264711,3.8733333333333335,1.3505389870550044,0.9333333333333332,0.24944382578493
2140,200.0,0.0,1.0,0.0,1.0,0.0,200.1033333333333,0.3732589211555732,1.1266666666666667,0.3325991915537707,1.0,0.0,200.7433333333333,1.106400570418426,1.6466666666666667,0.669693130388007,0.9933333333333332,0.08137703743822447,201.9033333333333,2.0961843642411053,2.1733333333333333,0.8266129014774029,0.9833333333333332,0.12801909579781032,203.2633333333333,3.1969760017171844,2.703333333333333,1.0841227892735317,0.9933333333333332,0.08137703743822501,205.2,5.412947441089746,3.1766666666666667,1.2269700711735223,0.97,0.17058722109231958,207.4033333333333,6.464311426766363,3.826666666666666,1.3552203592856114,0.95,0.21794494717703303
2150,200.0,0.0,1.0,0.0,1.0,0.0,200.09333333333333,0.3623380864453653,1.1166666666666667,0.3210226714043031,1.0,0.0,200.7133333333333,1.063557970002367,1.64,0.6611101774036348,1.0,0.0,201.83,2.0135623490056966,2.1466666666666665,0.8073550781547265,0.9933333333333332,0.0813770374382247,203.1833333333333,3.0794570228460056,2.6733333333333333,1.0645604204970651,0.9633333333333334,0.18794207145347336,205.03666666666663,5.356801491769342,3.14,1.2249081598226066,0.97,0.17058722109231922,207.25333333333333,6.476302099878351,3.79,1.3659795020423977,0.94,0.2374868417407585
2160,200.0,0.0,1.0,0.0,1.0,0.0,200.09,0.3394603560555087,1.1133333333333333,0.3169998247458325,1.0,0.0,200.69,1.0490789611209752,1.6333333333333333,0.6624868971450584,0.9933333333333332,0.08137703743822489,201.75666666666663,1.9315250163766733,2.123333333333333,0.8050603842086778,0.9866666666666668,0.114697670227235,203.09333333333333,2.976231771142088,2.6533333333333333,1.0644977949979757,0.9633333333333334,0.1879420714534731,204.91,5.2391379698063565,3.1066666666666665,1.225542963569844,0.9533333333333334,0.2109238935940851,207.1233333333333,6.3251974057907665,3.75,1.3762872762133154,0.93,0.25514701644346044
2170,200.0,0.0,1.0,0.0,1.0,0.0,200.08666666666667,0.3253032773001553,1.1133333333333333,0.3169998247458325,1.0,0.0,200.6533333333333,0.9999111071601398,1.6233333333333333,0.6593852355708991,0.9966666666666668,0.05763872155263495,201.67,1.8657706182701064,2.09,0.8011866199581734,0.99,0.09949874371066242,203.0133333333333,2.8890290564286296,2.623333333333333,1.0526738441807244,0.9733333333333334,0.16110727964792798,204.7133333333333,5.135285343148476,3.063333333333333,1.2190114391952542,0.9833333333333332,0.1280190957978103,206.93,6.233653289471056,3.6966666666666663,1.3606330226119827,0.94,0.2374868417407585
2180,200.0,0.0,1.0,0.0,1.0,0.0,200.08,0.3166491223210121,1.106666666666667,0.3086889840744059,1.0,0.0,200.62,0.9741320923434008,1.6,0.6582805886043823,0.99,0.0994987437106624,201.62,1.8481341942618816,2.0766666666666667,0.8025722535835791,0.98,0.13999999999999985,202.92666666666668,2.8474471997836206,2.6066666666666665,1.0513272035331769,0.96,0.19595917942265395,204.6233333333333,5.075574406464309,3.04,1.2186331140530628,0.98,0.13999999999999985,206.7733333333333,6.224839132236452,3.6466666666666665,1.3766464889562438,0.94,0.23748684174075865
2190,200.0,0.0,1.0,0.0,1.0,0.0,200.07666666666665,0.3121787237393924,1.1033333333333333,0.3043937508483972,1.0,0.0,200.61,0.9475758544834276,1.586666666666667,0.6550996531487049,0.9933333333333332,0.08137703743822486,201.53333333333333,1.79876500843094,2.046666666666667,0.7944529914070138,0.9966666666666668,0.057638721552635164,202.89,2.781708108339186,2.6,1.0551461194229623,0.9833333333333332,0.12801909579781026,204.50333333333333,4.964875515950916,3.0033333333333334,1.2069198629385305,0.9666666666666668,0.17950549357115053,206.6,6.128621378417822,3.61,1.3679303101157358,0.93,0.25514701644346083
2200,200.0,0.0,1.0,0.0,1.0,0.0,200.07666666666665,0.3121787237393924,1.1033333333333333,0.3043937508483972,0.9966666666666668,0.05763872155263521,200.59666666666664,0.9419778246977072,1.58,0.6559471523428289,0.9966666666666668,0.057638721552635074,201.54666666666665,1.8351627236357613,2.036666666666666,0.7970710270874366,0.9933333333333332,0.08137703743822468,202.83333333333331,2.8128672599719744,2.5766666666666667,1.0570977038833993,0.9733333333333334,0.16110727964792804,204.36666666666667,4.894100757260956,2.966666666666667,1.2050818321683503,0.9633333333333334,0.18794207145347305,206.53333333333333,6.136412270663987,3.5733333333333333,1.3630684339223602,0.95,0.21794494717703347
2210,200.0,0.0,1.0,0.0,1.0,0.0,200.0733333333333,0.2965730189271365,1.1033333333333333,0.3043937508483972,1.0,0.0,200.57,0.9083501527494748,1.56,0.6580780095601629,0.9966666666666668,0.057638721552635226,201.52,1.8447041316518324,2.006666666666667,0.7831276325662946,0.9966666666666668,0.05763872155263509,202.74666666666667,2.7849276870723645,2.543333333333333,1.0431309707904477,0.99,0.099498743710662,204.26666666666668,4.871230736568415,2.92,1.2111702330115834,0.9733333333333334,0.16110727964792804,206.38666666666663,6.1087769279582895,3.5166666666666666,1.342779041970626,0.9466666666666668,0.22469732728470374
2220,200.0,0.0,1.0,0.0,1.0,0.0,200.07,0.29171904291629674,1.1,0.3000000000000008,1.0,0.0,200.5533333333333,0.9204105364214116,1.54,0.659595835846974,0.9933333333333332,0.08137703743822466,201.44,1.7681628884240217,1.9766666666666663,0.7806763449442777,0.9866666666666668,0.114697670227235,202.6833333333333,2.800545581767159,2.506666666666667,1.0440093656455172,0.9833333333333332,0.1280190957978103,204.1233333333333,4.788331883048858,2.88,1.2023310692151323,0.9833333333333332,0.12801909579781026,206.27,6.14359558130796,3.4966666666666666,1.3428783348547355,0.9566666666666668,0.2036063740543395
2230,200.0,0.0,1.0,0.0,1.0,0.0,200.07,0.29171904291629674,1.1,0.3000000000000008,1.0,0.0,200.53,0.8920575467236785,1.52,0.6451873113032107,0.9966666666666668,0.05763872155263521,201.41333333333333,1.7442731692280542,1.96,0.7863841300535002,0.99,0.09949874371066207,202.55,2.700771494715295,2.453333333333333,0.9972406374034759,0.9766666666666668,0.1509598916563234,203.98666666666668,4.74058599284473,2.85,1.1863810517704672,0.9733333333333334,0.1611072796479282,206.09,6.007376021747485,3.45,1.3118053717428255,0.9433333333333334,0.2312045751181317
2240,200.0,0.0,1.0,0.0,1.0,0.0,200.0733333333333,0.285112063737908,1.1,0.3000000000000008,1.0,0.0,200.5133333333333,0.8811860693910696,1.5033333333333334,0.6403037473643977,0.9966666666666668,0.05763872155263499,201.39666666666668,1.712499797242489,1.95,0.787929776904854,0.9866666666666668,0.11469767022723495,202.48,2.6962195756280702,2.44,0.9965273035229234,0.96,0.195959179422654,203.91,4.586418355681622,2.813333333333333,1.1655423153574858,0.9666666666666668,0.17950549357115045,205.97,6.012412161520532,3.4033333333333333,1.3193390601189514,0.9333333333333332,0.24944382578493
2250,200.0,0.0,1.0,0.0,1.0,0.0,200.07,0.2800595174839333,1.096666666666667,0.29550333707459586,0.9966666666666668,0.05763872155263504,200.49,0.826579296458202,1.5,0.6350852961085883,0.9933333333333332,0.08137703743822466,201.36,1.7079422316538249,1.9333333333333331,0.7930251502246858,0.9933333333333332,0.08137703743822447,202.47,2.705999507267753,2.4233333333333333,0.971659519699272,0.9833333333333332,0.1280190957978103,203.84333333333333,4.500976437273239,2.793333333333333,1.1650274198013058,0.97,0.17058722109231933,205.8533333333333,6.054074844451645,3.3466666666666667,1.3164936595196923,0.94,0.2374868417407585
2260,200.0,0.0,1.0,0.0,1.0,0.0,200.06666666666663,0.2748737083745108,1.0933333333333333,0.2908989897236192,1.0,0.0,200.46666666666667,0.7972173828734243,1.49,0.6350065616458871,1.0,0.0,201.3033333333333,1.6587110122689286,1.91,0.7843681108595226,0.9933333333333332,0.08137703743822446,202.39,2.6516472867508885,2.4033333333333333,0.9595079757644316,0.9833333333333332,0.1280190957978103,203.68,4.401242248880805,2.75,1.1722485515737124,0.9733333333333334,0.16110727964792804,205.71,5.904170842153318,3.306666666666666,1.3010081560936584,0.9566666666666668,0.20360637405433965
2270,200.0,0.0,1.0,0.0,1.0,0.0,200.06666666666663,0.2748737083745108,1.0933333333333333,0.2908989897236192,1.0,0.0,200.44333333333333,0.7703606658932926,1.4833333333333334,0.6295942255841379,1.0,0.0,201.26666666666668,1.6006942938057267,1.893333333333333,0.7628601153262341,0.9866666666666668,0.11469767022723472,202.33,2.6168237744767393,2.38,0.9392905123904244,0.98,0.13999999999999987,203.57666666666665,4.238410341416016,2.72,1.1754148203932064,0.97,0.1705872210923192,205.59666666666664,5.753316917705432,3.28,1.2864421220301083,0.9566666666666668,0.2036063740543405
2280,200.0,0.0,1.0,0.0,1.0,0.0,200.06666666666663,0.2748737083745108,1.09,0.28618176042508325,1.0,0.0,200.4333333333333,0.7695597587076773,1.47,0.6290998860806347,0.9933333333333332,0.08137703743822483,201.23666666666668,1.5472520443964184,1.8833333333333333,0.7592027982620256,0.99,0.09949874371066274,202.27666666666667,2.602586320481142,2.36,0.9400709193105258,0.98,0.13999999999999985,203.50666666666663,4.204357527877744,2.6933333333333334,1.1772661362476862,0.9733333333333334,0.1611072796479282,205.4933333333333,5.716930023088338,3.243333333333333,1.295166226997737,0.9366666666666666,0.2435615368284211
2290,200.0,0.0,1.0,0.0,1.0,0.0,200.06333333333333,0.26954694499392123,1.0833333333333333,0.2763853991962825,1.0,0.0,200.40666666666667,0.7080175766807536,1.4566666666666668,0.6176208833544692,1.0,0.0,201.20666666666668,1.4979838302049695,1.856666666666667,0.7322036753678735,0.99,0.09949874371066232,202.18666666666667,2.5282053362458923,2.32,0.9152048950918032,0.9833333333333332,0.12801909579781026,203.33666666666667,4.035259870469586,2.65,1.1636866703140802,0.9833333333333332,0.12801909579781026,205.32,5.586674622110491,3.1933333333333334,1.2971592894560888,0.95,0.21794494717703344
2300,200.0,0.0,1.0,0.0,1.0,0.0,200.06333333333333,0.2695469449939212,1.08,0.27129319932500984,0.9966666666666668,0.057638721552635074,200.38333333333333,0.6804818554197883,1.44,0.6107918357891389,1.0,0.0,201.17666666666668,1.4601788322744,1.8433333333333333,0.7340224035333589,0.9833333333333332,0.1280190957978103,202.1,2.444722206441191,2.29,0.9087904048789254,0.9966666666666668,0.057638721552635074,203.2133333333333,3.888593004616905,2.623333333333333,1.1696675691076608,0.9966666666666668,0.057638721552635115,205.17333333333332,5.517543736925776,3.1533333333333333,1.305050020327022,0.9566666666666668,0.2036063740543398
2310,200.0,0.0,1.0,0.0,1.0,0.0,200.06333333333333,0.2695469449939212,1.0766666666666669,0.266061814037431,1.0,0.0,200.3766666666667,0.6841945792113704,1.4233333333333331,0.5978758696883136,1.0,0.0,201.13,1.4444491452914954,1.82,0.7263607918933949,0.9966666666666668,0.05763872155263525,202.03333333333333,2.401157128460265,2.2533333333333334,0.9069117315863152,0.9933333333333332,0.08137703743822483,203.15,3.9201403036115963,2.59,1.161278031595647,0.9833333333333332,0.1280190957978103,205.09,5.427881723103403,3.1166666666666667,1.3151890442906768,0.9533333333333334,0.2109238935940851
2320,200.0,0.0,1.0,0.0,1.0,0.0,200.06333333333333,0.2695469449939212,1.07,0.2551470164434605,0.9966666666666668,0.057638721552635136,200.37,0.6780609608779017,1.41,0.5789933793518997,1.0,0.0,201.1266666666667,1.4550906806412067,1.81,0.7168681887209117,1.0,0.0,201.97666666666663,2.3698359061804752,2.223333333333333,0.8982142778251118,0.97,0.17058722109231958,203.07,3.8779418940119936,2.54,1.1754715365900323,0.96,0.19595917942265395,204.9833333333333,5.395960423213726,3.056666666666666,1.3391995951147675,0.9466666666666668,0.22469732728470385
2330,200.0,0.0,1.0,0.0,1.0,0.0,200.06333333333333,0.2695469449939212,1.07,0.2551470164434605,1.0,0.0,200.37,0.6829592471980522,1.4,0.5773502691896244,0.99,0.09949874371066206,201.08,1.4072194806307448,1.7866666666666666,0.7031990393116945,0.9933333333333332,0.08137703743822468,201.92333333333332,2.360251869798835,2.1866666666666665,0.8898439313847248,0.99,0.09949874371066228,202.94,3.79513723950355,2.513333333333333,1.1703940457052149,0.9766666666666668,0.1509598916563234,204.9,5.4077105445219,3.033333333333333,1.3237153101109866,0.9566666666666668,0.2036063740543396
2340,200.0,0.0,1.0,0.0,1.0,0.0,200.06333333333333,0.2695469449939212,1.07,0.2551470164434605,1.0,0.0,200.37,0.6731270311018543,1.393333333333333,0.5703410285863098,0.9933333333333332,0.08137703743822476,201.0433333333333,1.3789327596208445,1.77,0.7003094554076302,0.9966666666666668,0.05763872155263524,201.85666666666665,2.295529471724453,2.17,0.8837986195961137,0.98,0.13999999999999985,202.88333333333333,3.803908808347303,2.493333333333333,1.167599626965033,0.9866666666666668,0.11469767022723452,204.79,5.429478182416181,3.0033333333333334,1.322871455920375,0.9666666666666668,0.17950549357115048
2350,200.0,0.0,1.0,0.0,1.0,0.0,200.06,0.2640706976045113,1.0666666666666669,0.2494438257849303,1.0,0.0,200.36333333333332,0.6668249812023785,1.38,0.5617828762075261,1.0,0.0,201.0133333333333,1.3855764945401674,1.76,0.6993330155703118,0.9966666666666668,0.0576387215526352,201.8033333333333,2.1949917742189595,2.15,0.8836477427874375,0.9866666666666668,0.11469767022723495,202.80666666666667,3.695396535631265,2.47,1.147068727961259,0.9566666666666668,0.2036063740543397,204.63,5.327266340879414,2.953333333333333,1.2901507233222371,0.9566666666666668,0.20360637405434007
