,B=1,B=1,B=1,B=1,B=1,B=1,B=5,B=5,B=5,B=5,B=5,B=5,B=10,B=10,B=10,B=10,B=10,B=10,B=15,B=15,B=15,B=15,B=15,B=15,B=20,B=20,B=20,B=20,B=20,B=20,B=25,B=25,B=25,B=25,B=25,B=25,B=30,B=30,B=30,B=30,B=30,B=30
,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
2360,200.0,0.0,1.0,0.0,1.0,0.0,200.0533333333333,0.2526306042866189,1.06,0.23748684174075865,1.0,0.0,200.33333333333331,0.6236095644623216,1.36,0.5450382249591913,0.9933333333333332,0.08137703743822491,200.97,1.3671503209230498,1.7333333333333334,0.6798692684790377,0.9966666666666668,0.05763872155263518,201.76,2.1592591322025267,2.12,0.886340792246412,0.9866666666666668,0.11469767022723487,202.75333333333333,3.7602068501021986,2.4466666666666668,1.152022376325894,0.9866666666666668,0.11469767022723493,204.52666666666667,5.330661830913266,2.9233333333333333,1.2822332947721418,0.9733333333333334,0.16110727964792812
2370,200.0,0.0,1.0,0.0,1.0,0.0,200.0533333333333,0.2526306042866189,1.0566666666666666,0.2312045751181317,1.0,0.0,200.31,0.6059977997759854,1.34,0.5332916650389354,1.0,0.0,200.94,1.3177253128023323,1.7166666666666666,0.6804818554197883,0.9933333333333332,0.08137703743822469,201.70666666666668,2.1135961981629485,2.11,0.8932524839036289,0.99,0.09949874371066207,202.67,3.7033003298859466,2.4066666666666667,1.1319403203742215,0.9666666666666668,0.17950549357115053,204.39666666666668,5.139972978744371,2.8866666666666667,1.278210554729627,0.9566666666666668,0.20360637405434065
2380,200.0,0.0,1.0,0.0,1.0,0.0,200.05666666666667,0.2584354636826932,1.0566666666666666,0.2312045751181317,1.0,0.0,200.3033333333333,0.6093621437390287,1.3333333333333333,0.5249338582674548,0.9966666666666668,0.057638721552635275,200.92,1.3217160562440522,1.7033333333333334,0.6845842209367357,1.0,0.0,201.65,2.0544666785648595,2.083333333333333,0.8773381458834584,0.9833333333333332,0.12801909579781032,202.56666666666663,3.6183175955438487,2.3633333333333333,1.1245690532624275,0.9933333333333332,0.08137703743822447,204.32666666666665,5.215996762098516,2.8266666666666667,1.242291788948509,0.9266666666666666,0.26068286394689505
2390,200.0,0.0,1.0,0.0,1.0,0.0,200.0533333333333,0.2526306042866189,1.0533333333333332,0.22469732728470404,1.0,0.0,200.28,0.5844655678480992,1.32,0.5140687372975212,0.9966666666666668,0.057638721552635136,200.89666666666668,1.2725259220236846,1.69,0.6687550622861372,1.0,0.0,201.6033333333333,1.9964941494752488,2.063333333333333,0.867557234743366,0.9866666666666668,0.11469767022723493,202.45,3.5148494514938635,2.333333333333333,1.1323525167642006,0.9666666666666668,0.17950549357115048,204.23666666666668,5.217341809346541,2.803333333333333,1.2266440215301078,0.98,0.13999999999999987
2400,200.0,0.0,1.0,0.0,1.0,0.0,200.05,0.23273733406281602,1.0533333333333332,0.22469732728470404,1.0,0.0,200.2733333333333,0.5819125554773855,1.3133333333333332,0.5116856673996475,1.0,0.0,200.86666666666667,1.241862400679812,1.6733333333333331,0.6632914559645362,0.9966666666666668,0.05763872155263512,201.5733333333333,1.9776978760389323,2.04,0.8515084654110414,0.9866666666666668,0.11469767022723475,202.38,3.4969891811861977,2.296666666666667,1.105436062777439,0.98,0.13999999999999985,204.13,5.189068638333215,2.77,1.2235603785674,0.95,0.2179449471770335
2410,200.0,0.0,1.0,0.0,1.0,0.0,200.05,0.23273733406281602,1.0533333333333332,0.22469732728470404,1.0,0.0,200.26,0.5707305260219883,1.3033333333333332,0.5079260663609312,0.9966666666666668,0.057638721552635185,200.83666666666667,1.1874295300727875,1.653333333333333,0.6631909394904472,0.99,0.099498743710662,201.50666666666663,1.906992979069991,2.01,0.8504312631443746,0.9966666666666668,0.057638721552635136,202.31666666666663,3.4866013378200997,2.276666666666667,1.1076050238640518,0.99,0.09949874371066267,204.06333333333333,5.156160285414802,2.75,1.2086493839543928,0.9466666666666668,0.22469732728470385
2420,200.0,0.0,1.0,0.0,1.0,0.0,200.0433333333333,0.21936777845030514,1.0433333333333332,0.20360637405434,1.0,0.0,200.26666666666668,0.5734883511361759,1.3,0.5066228051190234,0.9966666666666668,0.05763872155263499,200.80666666666667,1.1558354361913064,1.6366666666666667,0.6516560101430465,1.0,0.0,201.47333333333333,1.889256173442048,1.9866666666666664,0.8484233743964277,0.9833333333333332,0.1280190957978103,202.24666666666667,3.4086882455800374,2.256666666666667,1.103383684651697,0.99,0.09949874371066196,204.03,5.246182739224143,2.73,1.2235603785674007,0.9633333333333334,0.1879420714534735
2430,200.0,0.0,1.0,0.0,1.0,0.0,200.04,0.19595917942265428,1.0433333333333332,0.20360637405434,1.0,0.0,200.2733333333333,0.587612873317874,1.2966666666666666,0.5052941937349192,0.9966666666666668,0.05763872155263525,200.77,1.1330342742682915,1.6166666666666667,0.6504272100362616,1.0,0.0,201.43,1.8632677388573695,1.9533333333333331,0.8393383637657023,0.9866666666666668,0.11469767022723465,202.19666666666663,3.34534336387496,2.2333333333333334,1.1010096376609173,0.9733333333333334,0.1611072796479281,203.96,5.188936949575184,2.6866666666666665,1.2173012043952898,0.98,0.1399999999999999
2440,200.0,0.0,1.0,0.0,1.0,0.0,200.03666666666663,0.1879420714534726,1.04,0.19595917942265392,1.0,0.0,200.25666666666663,0.5514727755947888,1.2833333333333334,0.4930066485916356,0.9933333333333332,0.08137703743822453,200.7333333333333,1.1115554667022058,1.596666666666667,0.6485796447280439,0.9966666666666668,0.05763872155263512,201.3533333333333,1.7725186098380532,1.92,0.8247827996913295,0.9766666666666668,0.1509598916563234,202.1533333333333,3.2346801318763414,2.216666666666667,1.0907438847970763,0.97,0.17058722109231944,203.87,5.113358322407426,2.6533333333333333,1.208231030152023,0.9566666666666668,0.2036063740543396
2450,200.0,0.0,1.0,0.0,1.0,0.0,200.03333333333333,0.1795054935711507,1.0366666666666666,0.18794207145347333,1.0,0.0,200.24,0.531413210223459,1.2733333333333334,0.4746460669687362,0.9966666666666668,0.057638721552635164,200.69666666666663,1.1066415659803996,1.5766666666666669,0.6409281464321029,0.9966666666666668,0.057638721552635164,201.3033333333333,1.767669526680694,1.8833333333333333,0.8060534859562505,0.9833333333333332,0.12801909579781026,202.06,3.0881062157898587,2.1666666666666665,1.0609220308559688,0.98,0.13999999999999985,203.84666666666664,5.253236039708184,2.623333333333333,1.1950406780617235,0.9666666666666668,0.1795054935711505
2460,200.0,0.0,1.0,0.0,1.0,0.0,200.03,0.17058722109231908,1.0333333333333334,0.17950549357115045,1.0,0.0,200.24,0.531413210223459,1.2733333333333334,0.4746460669687362,1.0,0.0,200.65,1.0267261887507648,1.5566666666666666,0.6272603570731642,0.9966666666666668,0.05763872155263496,201.26666666666668,1.7211107524567428,1.8766666666666667,0.8009092055630009,0.9866666666666668,0.11469767022723495,201.99,2.9815935336661834,2.143333333333333,1.0405714242131043,0.9833333333333332,0.12801909579781026,203.74,5.076652440339012,2.603333333333333,1.1941477667729778,0.9733333333333334,0.16110727964792818
2470,200.0,0.0,1.0,0.0,1.0,0.0,200.02666666666667,0.16110727964792762,1.03,0.1705872210923191,1.0,0.0,200.2433333333333,0.5330311644005631,1.27,0.4730398150966426,0.9966666666666668,0.05763872155263525,200.64333333333332,1.0146208925286104,1.5533333333333332,0.6275525653060634,0.9966666666666668,0.057638721552635164,201.23666666666668,1.7187172219096702,1.86,0.7876547467006072,0.9966666666666668,0.05763872155263518,201.93666666666667,2.8831676252961005,2.1133333333333333,1.0134868304795852,0.9833333333333332,0.12801909579781032,203.61666666666667,4.8514316329191765,2.5733333333333333,1.1738635165791436,0.9666666666666668,0.17950549357115048
2480,200.0,0.0,1.0,0.0,1.0,0.0,200.02666666666667,0.16110727964792762,1.03,0.1705872210923191,1.0,0.0,200.24,0.5251031644670747,1.2633333333333334,0.4697398807377928,0.9966666666666668,0.05763872155263512,200.63666666666663,1.0382624373870468,1.5433333333333332,0.6176208833544696,0.9966666666666668,0.05763872155263496,201.18,1.663610531344403,1.846666666666667,0.7851680641040403,0.9766666666666668,0.1509598916563234,201.88333333333333,2.906840591126759,2.08,1.0067770358922588,0.9833333333333332,0.12801909579781032,203.51666666666668,4.774556407551271,2.536666666666666,1.1381222351848779,0.97,0.1705872210923192
2490,200.0,0.0,1.0,0.0,1.0,0.0,200.03,0.17058722109231894,1.03,0.1705872210923191,1.0,0.0,200.23666666666668,0.5105443717793358,1.26,0.4680455818258157,1.0,0.0,200.6033333333333,1.0227359820055646,1.52,0.6134057928212502,0.9966666666666668,0.05763872155263501,201.16666666666663,1.6387664737709144,1.836666666666667,0.7852741913214495,0.9933333333333332,0.0813770374382247,201.86,2.8284978345404523,2.066666666666667,0.9877021593352698,0.9966666666666668,0.057638721552635025,203.44666666666663,4.663384560118925,2.52,1.1385370730312934,0.9866666666666668,0.1146976702272349
2500,200.0,0.0,1.0,0.0,1.0,0.0,200.02666666666667,0.16110727964792762,1.0266666666666666,0.16110727964792815,1.0,0.0,200.23,0.5070502933634878,1.2533333333333334,0.4645667037382498,1.0,0.0,200.58333333333331,1.0278078073691046,1.51,0.6136502804258018,0.9966666666666668,0.057638721552635185,201.15,1.6434212282106275,1.8266666666666669,0.7852529670254177,0.98,0.13999999999999985,201.82666666666665,2.715993781698001,2.06,0.9847503913852166,0.98,0.13999999999999985,203.38,4.67784850830664,2.49,1.144508628189408,0.9666666666666668,0.17950549357115053
2510,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632265,1.0233333333333334,0.1509598916563234,1.0,0.0,200.22,0.501597448159379,1.24,0.4572380853195268,0.9966666666666668,0.05763872155263521,200.55666666666667,1.0165901610558492,1.49,0.6136502804258018,0.9966666666666668,0.05763872155263524,201.11666666666667,1.6582286399113442,1.81,0.7835177087979582,0.9933333333333332,0.08137703743822465,201.79666666666665,2.6898554277548485,2.05,0.9869988179661948,0.9766666666666668,0.1509598916563234,203.30666666666667,4.626657060508762,2.473333333333333,1.1500531388689041,0.9733333333333334,0.16110727964792812
2520,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632265,1.0233333333333334,0.1509598916563234,1.0,0.0,200.21666666666667,0.4930066485916337,1.2366666666666666,0.4553265006807994,0.9933333333333332,0.0813770374382248,200.55,0.9970790674097334,1.4866666666666666,0.6135869041047808,1.0,0.0,201.07,1.6119656737453631,1.7966666666666666,0.7801638004647193,0.9933333333333332,0.08137703743822472,201.7133333333333,2.572512822557397,2.0166666666666666,0.9397103572673606,0.99,0.09949874371066283,203.2433333333333,4.606240935465211,2.44,1.1371308924950854,0.9633333333333334,0.18794207145347305
2530,200.0,0.0,1.0,0.0,1.0,0.0,200.01666666666668,0.12801909579780993,1.0166666666666666,0.12801909579781032,1.0,0.0,200.2133333333333,0.4842405279289289,1.2366666666666666,0.4553265006807994,1.0,0.0,200.53333333333333,0.9775252199076764,1.48,0.6079473661428271,0.9966666666666668,0.05763872155263504,201.01,1.5110371713936497,1.7866666666666666,0.7796295416556662,0.9966666666666668,0.05763872155263526,201.7,2.5826343140289905,1.9966666666666664,0.9327319491091154,0.9766666666666668,0.1509598916563234,203.19,4.60730217517077,2.4133333333333336,1.129523006504172,0.97,0.17058722109231944
2540,200.0,0.0,1.0,0.0,1.0,0.0,200.01666666666668,0.12801909579780993,1.0166666666666666,0.12801909579781032,0.9966666666666668,0.0576387215526352,200.20666666666668,0.4732394273045695,1.2333333333333334,0.4533823502911812,1.0,0.0,200.53,0.9878090233778316,1.4666666666666666,0.6018490028422608,0.9966666666666668,0.057638721552635025,200.99,1.4999666662962845,1.7766666666666666,0.7746755593293366,0.9766666666666668,0.1509598916563234,201.63666666666663,2.546498685559353,1.97,0.9286728882299378,0.99,0.0994987437106624,203.09,4.530110373931301,2.3666666666666667,1.0918892902772803,0.9666666666666668,0.17950549357115048
2550,200.0,0.0,1.0,0.0,1.0,0.0,200.01666666666668,0.12801909579780993,1.0166666666666666,0.12801909579781032,1.0,0.0,200.20333333333332,0.478179417745635,1.23,0.4514052133800264,1.0,0.0,200.51,0.9780422622088816,1.45,0.5894913061275797,0.9966666666666668,0.057638721552635074,200.9633333333333,1.4681015708125316,1.7766666666666666,0.7746755593293366,0.99,0.09949874371066204,201.54,2.476906672982788,1.95,0.8911602923529898,0.9933333333333332,0.08137703743822504,203.04666666666665,4.577243226610924,2.3366666666666664,1.0847375514637427,0.9766666666666668,0.1509598916563234
2560,200.0,0.0,1.0,0.0,1.0,0.0,200.01666666666668,0.12801909579780993,1.0166666666666666,0.12801909579781032,1.0,0.0,200.20333333333332,0.4851002187406445,1.2233333333333334,0.4473502232280908,1.0,0.0,200.50333333333333,0.9746737345844982,1.4433333333333334,0.5888878406699252,1.0,0.0,200.94,1.4684685900624517,1.7433333333333334,0.764278890341884,0.9933333333333332,0.08137703743822496,201.44,2.215039503033744,1.93,0.8785025137509097,0.9933333333333332,0.0813770374382247,202.94666666666663,4.488186963822052,2.306666666666666,1.0736024507340791,0.9766666666666668,0.1509598916563234
2570,200.0,0.0,1.0,0.0,1.0,0.0,200.01666666666668,0.12801909579780993,1.0166666666666666,0.12801909579781032,1.0,0.0,200.19666666666663,0.4809596887705084,1.2133333333333334,0.4410089442277656,1.0,0.0,200.48666666666668,0.9182350219609091,1.4433333333333334,0.5888878406699252,0.9966666666666668,0.05763872155263496,200.92,1.404848746306875,1.7333333333333334,0.7673909622147568,0.9866666666666668,0.114697670227235,201.3733333333333,2.1634745716606485,1.903333333333333,0.856731515055267,0.9833333333333332,0.12801909579781032,202.84666666666664,4.434315680638399,2.276666666666667,1.0615031271215774,0.9633333333333334,0.18794207145347328
2580,200.0,0.0,1.0,0.0,1.0,0.0,200.01666666666668,0.12801909579780993,1.0166666666666666,0.12801909579781032,1.0,0.0,200.19,0.4766899761200489,1.2066666666666668,0.4289004028391148,1.0,0.0,200.4633333333333,0.8767300357325245,1.43,0.5874521257089801,1.0,0.0,200.9033333333333,1.3713699557579466,1.7233333333333334,0.761657549179567,0.9933333333333332,0.08137703743822464,201.33666666666667,2.1094996773853483,1.8866666666666667,0.8527341646466123,0.9966666666666668,0.0576387215526352,202.80666666666667,4.532396962118631,2.263333333333333,1.0617543134935798,0.9766666666666668,0.1509598916563234
2590,200.0,0.0,1.0,0.0,1.0,0.0,200.01666666666668,0.12801909579780993,1.0166666666666666,0.12801909579781032,1.0,0.0,200.1833333333333,0.4722875771768261,1.2,0.4242640687119279,1.0,0.0,200.46,0.8879189152169231,1.4233333333333331,0.5809092489843458,0.9966666666666668,0.05763872155263496,200.88,1.3136209498938438,1.7133333333333334,0.755748341417667,0.99,0.09949874371066196,201.28666666666663,2.0553561464838377,1.8633333333333333,0.8473422501497784,0.9866666666666668,0.11469767022723495,202.7433333333333,4.423134886279438,2.243333333333333,1.0665156143046175,0.9666666666666668,0.17950549357115048
2600,200.0,0.0,1.0,0.0,1.0,0.0,200.01666666666668,0.12801909579780993,1.0166666666666666,0.12801909579781032,1.0,0.0,200.16333333333333,0.42030412269635903,1.1866666666666668,0.4063933507767519,1.0,0.0,200.43666666666667,0.8598384861252855,1.41,0.5789933793519,0.9966666666666668,0.05763872155263509,200.8533333333333,1.2483945245349708,1.7066666666666668,0.7575985451118248,0.9966666666666668,0.05763872155263515,201.23666666666668,1.9783803701232232,1.8533333333333333,0.8436955743763409,0.99,0.0994987437106621,202.63666666666663,4.24633044194894,2.22,1.063766891757777,0.9766666666666668,0.1509598916563234
2610,200.0,0.0,1.0,0.0,1.0,0.0,200.01666666666668,0.12801909579780993,1.0166666666666666,0.12801909579781032,1.0,0.0,200.16666666666663,0.4229525846816492,1.1833333333333331,0.4038013813195249,1.0,0.0,200.42,0.8623224454924054,1.4,0.571547606649407,1.0,0.0,200.83666666666667,1.228816051689138,1.7033333333333334,0.7540925377933123,0.9933333333333332,0.08137703743822468,201.20666666666668,1.9418090076581225,1.85,0.8411301920630359,0.9833333333333332,0.12801909579781026,202.61,4.305566164861476,2.2133333333333334,1.055693558230272,0.9633333333333334,0.18794207145347286
2620,200.0,0.0,1.0,0.0,1.0,0.0,200.01666666666668,0.12801909579780993,1.0166666666666666,0.12801909579781032,1.0,0.0,200.15666666666667,0.4067622838410117,1.1766666666666667,0.3984832353925187,0.9966666666666668,0.05763872155263526,200.41333333333333,0.8655377262462666,1.393333333333333,0.5703410285863098,0.9966666666666668,0.05763872155263501,200.80666666666667,1.1644550466014352,1.6866666666666668,0.7450876160261665,0.9966666666666668,0.057638721552635115,201.1833333333333,1.929522105485072,1.836666666666667,0.8386430839291672,1.0,0.0,202.54,4.161938650837292,2.1933333333333334,1.0372827751175455,0.97,0.1705872210923195
2630,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723522,1.0133333333333334,0.11469767022723493,1.0,0.0,200.14666666666668,0.3896437118987336,1.17,0.3929800673486294,1.0,0.0,200.41333333333333,0.8499934640271596,1.3833333333333333,0.5683797634993307,0.9966666666666668,0.0576387215526352,200.82,1.155104612867017,1.6866666666666668,0.7450876160261665,0.9933333333333332,0.08137703743822466,201.16,1.8870788713423392,1.8266666666666669,0.8346389771764932,0.9866666666666668,0.11469767022723493,202.48666666666668,4.134790065878678,2.18,1.0428806259586956,0.9833333333333332,0.12801909579781026
2640,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723522,1.0133333333333334,0.11469767022723493,1.0,0.0,200.14,0.3834927204871916,1.163333333333333,0.387283989972331,1.0,0.0,200.4033333333333,0.8370517042307217,1.3733333333333333,0.5662351298022953,1.0,0.0,200.80666666666667,1.138400437260787,1.67,0.7446028023942263,0.9966666666666668,0.057638721552635074,201.14333333333332,1.873354092411668,1.8133333333333328,0.8277412370756673,0.9933333333333332,0.0813770374382245,202.42666666666668,4.070784800120105,2.1566666666666667,1.0289746784488376,0.9833333333333332,0.12801909579781032
2650,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723522,1.0133333333333334,0.11469767022723493,1.0,0.0,200.13,0.3648287269390949,1.1566666666666667,0.3813863599495342,1.0,0.0,200.40666666666667,0.8532031150643742,1.3666666666666667,0.55876848714134,0.9933333333333332,0.08137703743822472,200.77,1.1241737706718968,1.6566666666666667,0.7430492730783218,1.0,0.0,201.08,1.8203296404772404,1.7866666666666666,0.8253214861831473,0.9933333333333332,0.08137703743822451,202.37,4.0496625373809465,2.143333333333333,1.0341448426383777,0.9766666666666668,0.1509598916563234
